         1970505 function calls (1955392 primitive calls) in 100.404 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      213    0.001    0.000    0.001    0.000 ctx_fp.py:51(_wrap_specfun)
      875    0.001    0.000    0.001    0.000 {method 'popitem' of 'collections.OrderedDict' objects}
       89    0.001    0.000    0.229    0.003 dispatcher.py:222(reorder)
        1    0.001    0.001    0.221    0.221 symbolic_convert.py:1(<module>)
       71    0.001    0.000    0.001    0.000 {built-in method builtins.sorted}
       33    0.001    0.000    0.003    0.000 __init__.py:1284(getLogger)
     2588    0.001    0.000    0.001    0.000 inspect.py:2539(name)
       94    0.001    0.000    0.001    0.000 sympify.py:98(sympify)
      260    0.001    0.000    0.003    0.000 inspect.py:1207(formatannotation)
      748    0.001    0.000    0.004    0.000 re.py:188(match)
      237    0.001    0.000    0.147    0.001 posixpath.py:164(islink)
        1    0.001    0.001    0.659    0.659 plot.py:1(<module>)
        8    0.001    0.000    0.217    0.027 tokenize.py:388(open)
     1382    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:68(_relax_case)
      562    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
       33    0.001    0.000    0.100    0.003 symbolic_convert.py:243(stack_op)
       89    0.001    0.000    0.110    0.001 conflict.py:24(ambiguities)
      101    0.001    0.000    0.002    0.000 sre_parse.py:432(_uniq)
       83    0.001    0.000    0.001    0.000 basic.py:229(__new__)
        2    0.001    0.000    1.028    0.514 distance.py:1(<module>)
        1    0.001    0.001    0.001    0.001 matrixbase.py:98(MatrixBase)
      695    0.001    0.000    0.001    0.000 dataclasses.py:402(_field_assign)
       37    0.001    0.000    0.097    0.003 core.py:59(_)
      145    0.001    0.000    0.001    0.000 dataclasses.py:922(<listcomp>)
        1    0.001    0.001    0.003    0.003 quaternion.py:1(<module>)
     2435    0.001    0.000    0.001    0.000 inspect.py:2551(kind)
       29    0.001    0.000    0.001    0.000 typing.py:586(__init__)
      469    0.001    0.000    0.001    0.000 dataclasses.py:281(__set_name__)
      145    0.001    0.000    0.106    0.001 dataclasses.py:573(_cmp_fn)
       41    0.001    0.000    0.001    0.000 sorting.py:179(_nodes)
      561    0.001    0.000    0.001    0.000 enum.py:12(_is_descriptor)
        1    0.001    0.001    0.092    0.092 _funcs.py:1(<module>)
        1    0.001    0.001    0.002    0.002 nested_tensor.py:1(<module>)
       11    0.001    0.000    0.001    0.000 {built-in method torch._C._get_operation_overload}
        1    0.001    0.001    0.010    0.010 funcmatrix.py:1(<module>)
        1    0.001    0.001    0.001    0.001 trace_rules.py:113(<dictcomp>)
        1    0.001    0.001    0.446    0.446 exporter.py:1(<module>)
        1    0.001    0.001    0.001    0.001 compatibility.py:1(<module>)
      182    0.001    0.000    0.001    0.000 sre_compile.py:249(_compile_charset)
      284    0.001    0.000    0.005    0.000 _normalizations.py:196(normalizer)
        3    0.001    0.000    0.038    0.013 util.py:1(<module>)
        2    0.001    0.000    2.810    1.405 __init__.py:4(<module>)
       34    0.001    0.000    0.004    0.000 symbol.py:480(__new__)
        1    0.001    0.001    0.128    0.128 symbolic_opset11.py:1(<module>)
       88    0.001    0.000    0.001    0.000 os.py:670(__getitem__)
        1    0.001    0.001    0.001    0.001 assumptions_generated.py:1(<module>)
        1    0.001    0.001    0.002    0.002 trace_rules.py:1(<module>)
      145    0.001    0.000    0.001    0.000 typing_extensions.py:2872(_check_generic)
        2    0.001    0.000    0.236    0.118 config.py:1(<module>)
     1410    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1010(__eq__)
        1    0.001    0.001    0.004    0.004 config.py:331(<listcomp>)
      964    0.001    0.000    0.001    0.000 utils.py:56(<genexpr>)
        1    0.001    0.001  100.343  100.343 JetsonDetect.py:1(<module>)
      760    0.001    0.000    0.001    0.000 {built-in method sys._getframe}
        3    0.001    0.000    0.029    0.010 resnet.py:1(<module>)
      145    0.001    0.000    0.590    0.004 dataclasses.py:1010(wrap)
      145    0.001    0.000    0.001    0.000 dataclasses.py:541(<listcomp>)
        1    0.001    0.001    0.009    0.009 symbolic_shapes.py:1598(ShapeEnv)
        1    0.001    0.001    0.001    0.001 __init__.py:327(<listcomp>)
        1    0.001    0.001    0.001    0.001 ring_series.py:1(<module>)
      145    0.001    0.000    0.301    0.002 dataclasses.py:996(dataclass)
        3    0.001    0.000    1.247    0.416 transforms.py:1(<module>)
       36    0.001    0.000    0.001    0.000 sre_compile.py:413(<listcomp>)
      236    0.001    0.000    0.001    0.000 function.py:145(<listcomp>)
      246    0.001    0.000    0.001    0.000 _utils.py:122(<genexpr>)
   110/89    0.001    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
  103/102    0.001    0.000    0.002    0.000 cache.py:69(wrapper)
       46    0.001    0.000    0.001    0.000 symbol.py:288(_sanitize)
        1    0.001    0.001    0.196    0.196 checkpoint.py:1(<module>)
       36    0.001    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
    79/66    0.001    0.000    0.001    0.000 typing.py:693(__repr__)
        6    0.001    0.000    0.016    0.003 typing.py:1615(__new__)
        1    0.001    0.001    0.191    0.191 series.py:2(<module>)
       32    0.001    0.000    0.001    0.000 __init__.py:1335(_fixupParents)
        1    0.001    0.001    0.330    0.330 __init__.py:18(<module>)
        1    0.001    0.001    0.001    0.001 meijerint.py:1(<module>)
      864    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1465(<genexpr>)
        1    0.001    0.001    0.366    0.366 polyclasses.py:1(<module>)
        1    0.001    0.001    0.001    0.001 library.py:79(define)
        1    0.001    0.001    0.001    0.001 rings.py:572(PolyElement)
       37    0.001    0.000    0.002    0.000 tokenize.py:404(tokenize)
     1121    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:397(has_location)
        1    0.001    0.001    0.108    0.108 torch.py:1(<module>)
        1    0.001    0.001    0.149    0.149 guards.py:1(<module>)
        1    0.001    0.001    0.001    0.001 fields.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {built-in method torch._C._dispatch_has_kernel_for_dispatch_key}
        6    0.000    0.000    0.028    0.005 _utils.py:1(<module>)
       92    0.000    0.000    0.061    0.001 sre_compile.py:598(_code)
     1151    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.003    0.003 blas.py:1(<module>)
        1    0.000    0.000    1.282    1.282 matrixbase.py:1(<module>)
        3    0.000    0.000    0.471    0.157 solvers.py:1(<module>)
        6    0.000    0.000    0.001    0.000 enum.py:500(<listcomp>)
        1    0.000    0.000    0.029    0.029 pretty_symbology.py:1(<module>)
        1    0.000    0.000    0.062    0.062 higher_order_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 evalf.py:1390(_create_evalf_table)
      151    0.000    0.000    0.001    0.000 enum.py:370(__getattr__)
      135    0.000    0.000    0.001    0.000 inspect.py:1838(_signature_is_builtin)
       10    0.000    0.000    0.002    0.000 symbol.py:640(symbols)
      121    0.000    0.000    0.002    0.000 _api.py:196(register_model)
        1    0.000    0.000    0.000    0.000 omniglot.py:10(Omniglot)
        1    0.000    0.000    0.850    0.850 functional.py:1(<module>)
       33    0.000    0.000    0.003    0.000 __init__.py:2018(getLogger)
      328    0.000    0.000    0.003    0.000 typing.py:685(<genexpr>)
       67    0.000    0.000    0.009    0.000 abc.py:84(__new__)
        1    0.000    0.000    0.000    0.000 ctx_base.py:24(StandardBaseContext)
        3    0.000    0.000    0.007    0.002 misc.py:1(<module>)
        1    0.000    0.000    2.290    2.290 skipfiles.py:1(<module>)
        1    0.000    0.000    0.003    0.003 symbolic_opset10.py:1(<module>)
       15    0.000    0.000    0.001    0.000 decorator.py:164(depends_on_deco)
       44    0.000    0.000    0.225    0.005 <frozen importlib._bootstrap_external>:1164(create_module)
      145    0.000    0.000    0.000    0.000 dataclasses.py:938(<listcomp>)
       22    0.000    0.000    0.001    0.000 _symbolic_trace.py:1039(wrap)
        1    0.000    0.000    0.061    0.061 ssl.py:4(<module>)
        4    0.000    0.000    0.169    0.042 traceback.py:321(extract)
        1    0.000    0.000    0.409    0.409 onnxruntime.py:1(<module>)
      113    0.000    0.000    0.486    0.004 <frozen importlib._bootstrap_external>:159(_path_isdir)
        1    0.000    0.000    0.102    0.102 symbolic_convert.py:576(InstructionTranslatorBase)
        2    0.000    0.000    0.063    0.031 context.py:1(<module>)
       16    0.000    0.000    0.001    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.002    0.002 symbolic_opset18.py:1(<module>)
      123    0.000    0.000    0.002    0.000 _utils.py:152(handle_legacy_interface)
        1    0.000    0.000   38.727   38.727 convnext.py:1(<module>)
        1    0.000    0.000    0.002    0.002 libintmath.py:127(<listcomp>)
        1    0.000    0.000    0.002    0.002 mapping.py:4(<module>)
        1    0.000    0.000    0.002    0.002 kitti.py:1(<module>)
       37    0.000    0.000    0.011    0.000 core.py:76(ismethod)
       95    0.000    0.000    0.001    0.000 inspect.py:2045(p)
       18    0.000    0.000    0.225    0.012 skipfiles.py:281(add)
        6    0.000    0.000    0.016    0.003 typing.py:1591(_make_nmtuple)
      350    0.000    0.000    0.003    0.000 typing.py:830(<genexpr>)
       75    0.000    0.000    0.001    0.000 _collections_abc.py:657(get)
       32    0.000    0.000    0.001    0.000 __init__.py:1404(__init__)
    66/33    0.000    0.000    0.001    0.000 base.py:166(apply)
      151    0.000    0.000    0.001    0.000 libintmath.py:353(ifac)
        1    0.000    0.000    1.899    1.899 ctx_base.py:1(<module>)
        1    0.000    0.000   26.187   26.187 allowed_functions.py:1(<module>)
       33    0.000    0.000    0.002    0.000 base.py:371(__post_init__)
        2    0.000    0.000    0.131    0.065 modules.py:1(<module>)
        1    0.000    0.000    4.356    4.356 rings.py:1(<module>)
        1    0.000    0.000    0.042    0.042 diophantine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zetazeros.py:1(<module>)
       12    0.000    0.000    0.022    0.002 deprecated.py:41(setup_docs)
      406    0.000    0.000    0.000    0.000 deprecation.py:7(_deprecated)
     1076    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(get_filename)
        1    0.000    0.000    0.000    0.000 latex.py:142(LatexPrinter)
        4    0.000    0.000   24.471    6.118 functions.py:1(<module>)
        6    0.000    0.000    0.000    0.000 function.py:308(__init__)
        1    0.000    0.000    0.075    0.075 libmpf.py:1(<module>)
       89    0.000    0.000    0.000    0.000 functions.py:81(defun_wrapped)
        9    0.000    0.000    0.004    0.000 assume.py:175(__new__)
       11    0.000    0.000    0.003    0.000 decorator.py:144(make)
      151    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
        4    0.000    0.000    0.170    0.042 library.py:54(__init__)
        1    0.000    0.000    0.158    0.158 minpoly.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codeprinter.py:53(CodePrinter)
       83    0.000    0.000    0.002    0.000 symbolic_helper.py:361(decorator)
      231    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       11    0.000    0.000    0.003    0.000 decorator.py:75(__init__)
        1    0.000    0.000    0.004    0.004 sympy_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 str.py:20(StrPrinter)
        1    0.000    0.000    0.000    0.000 libelefun.py:1(<module>)
       37    0.000    0.000    0.001    0.000 contextlib.py:211(contextmanager)
      145    0.000    0.000    0.000    0.000 dataclasses.py:298(__init__)
        2    0.000    0.000    0.172    0.086 source.py:1(<module>)
     1076    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:839(create_module)
        1    0.000    0.000    0.000    0.000 pretty.py:30(PrettyPrinter)
        7    0.000    0.000    0.375    0.054 inspect.py:772(findsource)
       25    0.000    0.000    0.000    0.000 polyoptions.py:62(__init__)
      236    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.109    0.109 helper.py:4(<module>)
        2    0.000    0.000    0.000    0.000 _sources.py:87(__init__)
      875    0.000    0.000    0.000    0.000 conflict.py:67(<listcomp>)
      706    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
        3    0.000    0.000    4.902    1.634 __init__.py:5(<module>)
      236    0.000    0.000    0.001    0.000 iterables.py:3083(is_sequence)
      169    0.000    0.000    0.000    0.000 function.py:147(<listcomp>)
        1    0.000    0.000    0.001    0.001 _ndarray.py:174(ndarray)
        1    0.000    0.000    1.709    1.709 json_format.py:8(<module>)
        1    0.000    0.000    0.297    0.297 single.py:5(<module>)
       67    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.033    0.033 efficientnet.py:1(<module>)
       92    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.135    0.135 laplace.py:1(<module>)
        1    0.000    0.000    0.032    0.032 groundtypes.py:1(<module>)
        1    0.000    0.000    0.003    0.003 exc.py:1(<module>)
       27    0.000    0.000    0.001    0.000 singleton.py:165(__init__)
      213    0.000    0.000    0.000    0.000 ctx_iv.py:369(_wrap_specfun)
        2    0.000    0.000    0.059    0.030 bessel.py:1(<module>)
       33    0.000    0.000    0.095    0.003 inspect.py:2108(_signature_from_builtin)
        1    0.000    0.000    0.000    0.000 elliptic.py:1(<module>)
      182    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
        1    0.000    0.000    0.069    0.069 evalf.py:1(<module>)
       54    0.000    0.000    0.001    0.000 decorators.py:41(__sympifyit)
        1    0.000    0.000    0.001    0.001 kronecker.py:1(<module>)
        2    0.000    0.000    0.402    0.201 domainmatrix.py:1(<module>)
       92    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
        1    0.000    0.000    0.001    0.001 ctx_mp.py:96(init_builtins)
        2    0.000    0.000    0.031    0.015 _ops.py:907(load_library)
